"id","name","unitLastWord","unitSeqLast","word","argOrder","noPrevMentions","noPrevZero","noNextMentions","noNextZero","bridge","justFirst","justLast","local","identifiable","topic","interrog","argType","animate","self","addressee","length","pronom"
"4kpr9hca1fi","rkun ma zer mkhan (generla)","## རྐུན་མ་ #ཟེར་ #མཁན་ #དེ་",619,"རྐུན་མ་ #ཟེར་ #མཁན་ #དེ་",1,0,0,1,0,0,0,0,FALSE,"i",TRUE,FALSE,"A",TRUE,FALSE,FALSE,5,FALSE
"BYTycnkpNxw","khang pa'i lcags sgo (general)","མི འི་ ཁང་པ འི་ #འདི་གས་ ལྕགས་སྒོ་ བཅག་",620,"མི འི་ ཁང་པ འི་ #འདི་གས་ ལྕགས་སྒོ་",2,0,0,0,0,0,0,0,FALSE,"i",FALSE,FALSE,"P",FALSE,FALSE,FALSE,9,FALSE
"vkmbIclXI2A","rkun ma","ཁོ་ རྡོ་ གཞུ་ ས་ མ་ གཞུས་པ་ བྱས །",622,"ཁོ་",1,5,0,1,0,0,1,1,FALSE,"i",TRUE,FALSE,"A",TRUE,FALSE,FALSE,1,TRUE
"ktajA4jG5RG","rdo (imaginary, thief's)","ཁོ་ རྡོ་ གཞུ་ ས་ མ་ གཞུས་པ་ བྱས །",622,"རྡོ་",2,0,0,0,0,0,0,0,FALSE,"n",FALSE,FALSE,"P",FALSE,FALSE,FALSE,1,FALSE
"iUgdK31Uo4r","rdo gzhu sa","ཁོ་ རྡོ་ གཞུ་ ས་ མ་ གཞུས་པ་ བྱས །",622,"གཞུ་ ས་",3,0,0,0,0,0,0,0,FALSE,"i",FALSE,FALSE,"E",FALSE,FALSE,FALSE,2,FALSE
"PaKcr858w5V","rkun ma zer mkhan (generla)","ཤིན་མ་ཤིན་ རྐུན་མ་ ཟེར་ མཁན་ ལ་ དེང་སང་ ལག་ཆ་ རྩེ་གྲ་ ཁོ་ར་ འཁྱེར་ ཡ་ ཡོད་ རེད ད །",627,"རྐུན་མ་ ཟེར་ མཁན་ ལ་",1,1,0,0,0,0,1,0,FALSE,"i",TRUE,FALSE,"COPLOC",TRUE,FALSE,FALSE,5,FALSE
"aDmso59pJMf","lag cha rtse gra (of thieves)","ཤིན་མ་ཤིན་ རྐུན་མ་ ཟེར་ མཁན་ ལ་ དེང་སང་ ལག་ཆ་ རྩེ་གྲ་ ཁོ་ར་ འཁྱེར་ ཡ་ ཡོད་ རེད ད །",627,"ལག་ཆ་ རྩེ་གྲ་",2,0,0,0,0,0,0,0,FALSE,"i",FALSE,FALSE,"EXIST",FALSE,FALSE,FALSE,4,FALSE
"KzoTzJdzLVS","sgor mo bcu","སྒོར་མོ་ ༡༠ སོ་སོ ས་ སྔས་ ལ་ སྤྲད་ ཚར་ དུས་",649,"སྒོར་མོ་ ༡༠",1,1,0,0,0,0,0,0,FALSE,"i",TRUE,FALSE,"T",FALSE,FALSE,FALSE,2,FALSE
"oXTe5eshDnj","pa sangs","སྒོར་མོ་ ༡༠ སོ་སོ ས་ སྔས་ ལ་ སྤྲད་ ཚར་ དུས་",649,"སོ་སོ ས་",2,0,1,5,1,0,0,0,FALSE,"i",FALSE,FALSE,"A",TRUE,FALSE,FALSE,3,TRUE
"SV5hOAqTwQZR0","pa sangs","སོ་སོ ས་ ཡང་ ##",651,"མི་ བཟང་པོ་ བྱེད་ མཁན་ ## སོ་སོ ས་ ཡང་",1,2,1,3,1,0,0,1,FALSE,"i",FALSE,FALSE,"A",TRUE,FALSE,FALSE,10,FALSE
